S. No.,University Name,College Name,College Type,State Name,District Name
29567,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT.COLLEGE OF TEACHERS EDU., JAMAKHANDI (Id: C-9955)",Affiliated College,Karnataka,Bagalkot
29568,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT. FIRST COLLEGE, KITTUR (Id: C-10201)",Affiliated College,Karnataka,Belgaum
29569,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE BA,B.COM&BBA COLLEGE, RAIBAG (Id: C-10104)",Affiliated College,Karnataka,Belgaum
29570,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT. FIRST GRADE COLLEGE, AINAPUR (Id: C-10057)",Affiliated College,Karnataka,Belgaum
29571,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, ATHANI (Id: C-10180)",Affiliated College,Karnataka,Belgaum
29572,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE (BA/B.COM/B.SC/BBA), CHIKKODI (Id: C-10209)",Affiliated College,Karnataka,Belgaum
29573,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, BADAMI (Id: C-9944)",Affiliated College,Karnataka,Bagalkot
29574,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, BAGALKOT (6012) (Id: C-10166)",Affiliated College,Karnataka,Bagalkot
29575,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, BASAVANBAGEWADI (Id: C-10210)",Affiliated College,Karnataka,Bijapur
29576,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, BELGAUM (Id: C-9945)",Affiliated College,Karnataka,Belgaum
29577,"Rani Channamma University, Belagavi (Id: U-0602)",GOVT FIRST GRADE COLLEGE BIJAPUR ( 5012) (Id: C-10120),Affiliated College,Karnataka,Bijapur
29578,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, GOKAK (Id: C-9973)",Affiliated College,Karnataka,Belgaum
29579,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT.FIRST GRADE COLLEGE, HUKKERI (Id: C-9894)",Affiliated College,Karnataka,Belgaum
29580,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT. FIRST GRADE COLLEGE, HUNAGUND (Id: C-10189)",Affiliated College,Karnataka,Bagalkot
29581,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT. FIRST GRADE COLLEGE, HUNNUR (Id: C-9923)",Affiliated College,Karnataka,Bagalkot
29582,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT. FIRST GRADE COLLEGE, ILKAL (Id: C-10157)",Affiliated College,Karnataka,Bagalkot
29583,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, , INDI (Id: C-10044)",Affiliated College,Karnataka,Bijapur
29584,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT. FIRST GRADE COLLEGE , KALDAGI (Id: C-10164)",Affiliated College,Karnataka,Bagalkot
29585,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, KHANAPUR (Id: C-9891)",Affiliated College,Karnataka,Belgaum
29586,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, K.K.KOPP (Id: C-9904)",Affiliated College,Karnataka,Belgaum
29587,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT. FIRST GRADE COLLEGE, KOKATANOOR (Id: C-10004)",Affiliated College,Karnataka,Belgaum
29588,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, LOKAPUR (Id: C-9940)",Affiliated College,Karnataka,Bagalkot
29589,"Rani Channamma University, Belagavi (Id: U-0602)",GOVT FIRST GRADE COLLEGE MAMDAPUR (Id: C-9939),Affiliated College,Karnataka,Bijapur
29590,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, MUDALAGI (Id: C-9953)",Affiliated College,Karnataka,Belgaum
29591,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, MUDDEBIHAL (Id: C-10094)",Affiliated College,Karnataka,Bijapur
29592,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, MUDHOL (Id: C-9871)",Affiliated College,Karnataka,Bagalkot
29593,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, NESARGI (Id: C-10122)",Affiliated College,Karnataka,Belgaum
29594,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, PASCHAPUR (Id: C-10182)",Affiliated College,Karnataka,Belgaum
29595,"Rani Channamma University, Belagavi (Id: U-0602)",GOVT FIRST GRADE COLLEGE RABKAVI BANAHATTI (Id: C-10150),Affiliated College,Karnataka,Bagalkot
29596,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, RAMDURG (Id: C-10115)",Affiliated College,Karnataka,Belgaum
29597,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, SADALGA (Id: C-10158)",Affiliated College,Karnataka,Belgaum
29598,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, SAVALGI (Id: C-9980)",Affiliated College,Karnataka,Bagalkot
29599,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, TALASANG (Id: C-10053)",Affiliated College,Karnataka,Belgaum
29600,"Rani Channamma University, Belagavi (Id: U-0602)","GOVT FIRST GRADE COLLEGE, TERADAL (Id: C-9988)",Affiliated College,Karnataka,Bagalkot
29601,"Rani Channamma University, Belagavi (Id: U-0602)","G P PORWAL ARTS/SCI/COMM COLLEGE, SINDAGI (Id: C-10133)",Affiliated College,Karnataka,Bijapur
29602,"Rani Channamma University, Belagavi (Id: U-0602)","GRAMEENA V V SS EDU COLLEGE, NODAGUNDI (Id: C-10014)",Affiliated College,Karnataka,Bijapur
29603,"Rani Channamma University, Belagavi (Id: U-0602)","GVP COLLEGE OF BUSINESS ADM.,, BELGAUM (Id: C-9970)",Affiliated College,Karnataka,Belgaum
29604,"Rani Channamma University, Belagavi (Id: U-0602)","GVV'S SHRI SHANTAVIRA ARTS COLLEGE, BABALESHWAR (Id: C-10047)",Affiliated College,Karnataka,Bijapur
29605,"Rani Channamma University, Belagavi (Id: U-0602)","I R D S'S SMT. S M HANSI BSW COLLEGE, VATNAL (Id: C-10049)",Affiliated College,Karnataka,Belgaum
29606,"Rani Channamma University, Belagavi (Id: U-0602)","JADAVJI EDU., SOCIETY'S BBA COLLEGE, ATHANI (Id: C-9991)",Affiliated College,Karnataka,Belgaum
29607,"Rani Channamma University, Belagavi (Id: U-0602)","JAGADAMBA ARTS/SCI COLLEGE, HITTINA HALLI-LT (Id: C-10083)",Affiliated College,Karnataka,Bijapur
29608,"Rani Channamma University, Belagavi (Id: U-0602)","JAI GURUDEV COLLEGE OF SOCIAL WORK, BIJPAUR(PG) (Id: C-9931)",Affiliated College,Karnataka,Bijapur
29609,"Rani Channamma University, Belagavi (Id: U-0602)","JAIN COLLEGE OF MBA & MCA, BELAGAVI (PG) (Id: C-9968)",Affiliated College,Karnataka,Belgaum
29610,"Rani Channamma University, Belagavi (Id: U-0602)","JES'S S K A LOKAPUR ARTS/ SCIE / COMM COLLEGE, ATHANI (Id: C-10035)",Affiliated College,Karnataka,Belgaum
29611,"Rani Channamma University, Belagavi (Id: U-0602)","J H PATEL EDUCATION COLLEGE, SINDAGI (Id: C-9886)",Affiliated College,Karnataka,Bijapur
29612,"Rani Channamma University, Belagavi (Id: U-0602)","JSP SANGHAS COLLEGE OF EDU., MUNAVALLI (Id: C-9914)",Affiliated College,Karnataka,Belgaum
29613,"Rani Channamma University, Belagavi (Id: U-0602)","J S P S'S AJJAPPA GADAMI ARTS/COMM COLLEGE, MUNAVALLI (Id: C-9929)",Affiliated College,Karnataka,Belgaum
29614,"Rani Channamma University, Belagavi (Id: U-0602)","JSS ARTS/SCIE/COMM COLLEGE, GOKAK (Id: C-10090)",Affiliated College,Karnataka,Belgaum
29615,"Rani Channamma University, Belagavi (Id: U-0602)","JSS COLLEGE OF EDUCATION, BANAHATTI (Id: C-9997)",Affiliated College,Karnataka,Bagalkot
29616,"Rani Channamma University, Belagavi (Id: U-0602)","JSS'S BHARATESH COLLEGE OF BUSINESS ADMINISTRATION, BELGAUM (Id: C-10054)",Affiliated College,Karnataka,Belgaum
29617,"Rani Channamma University, Belagavi (Id: U-0602)","JSS STC ARTS AND COMM COLLEGE, BANAHATTI (Id: C-9875)",Affiliated College,Karnataka,Bagalkot
29618,"Rani Channamma University, Belagavi (Id: U-0602)","KALPARUKSHA INST., OF MNGT., STUDIES (BCA) BAILHONGAL (Id: C-10041)",Affiliated College,Karnataka,Belgaum
29619,"Rani Channamma University, Belagavi (Id: U-0602)","KARNATAKAA TEACHERS EDU., COLLEGE, INDI (Id: C-9934)",Affiliated College,Karnataka,Bijapur
29620,"Rani Channamma University, Belagavi (Id: U-0602)","KGSS HEMARADDH ARTS/COMM/SCI COLLEGE, TIDAGUNDI (Id: C-9883)",Affiliated College,Karnataka,Bijapur
29621,"Rani Channamma University, Belagavi (Id: U-0602)","KJSS'S SHRI ADAVI SIDDESHWARA ARTS COLLEGE, ANKALGI (Id: C-10126)",Affiliated College,Karnataka,Belgaum
29622,"Rani Channamma University, Belagavi (Id: U-0602)","KLE'S BAAVPRBHU KORE BBA COLLEGE, CHIKKODI (Id: C-10071)",Affiliated College,Karnataka,Belgaum
29623,"Rani Channamma University, Belagavi (Id: U-0602)","KLE'S G I BAGEWADI BBA COLLEGE, NIPPANI (Id: C-10017)",Affiliated College,Karnataka,Belgaum
29624,"Rani Channamma University, Belagavi (Id: U-0602)","KLE'S G I BAGEWADI BCA COLLEGE , NIPPANI (Id: C-9972)",Affiliated College,Karnataka,Belgaum
29625,"Rani Channamma University, Belagavi (Id: U-0602)","KLE SOCIETYS BBA COLLEGE, KHANAPUR (Id: C-10048)",Affiliated College,Karnataka,Belgaum
29626,"Rani Channamma University, Belagavi (Id: U-0602)","KLE SOCIETYS COLLEGE OF EDUCATION, ATHANI (Id: C-9947)",Affiliated College,Karnataka,Belgaum
29627,"Rani Channamma University, Belagavi (Id: U-0602)","KLE SOCIETYS COLLEGE OF EDUCATION, BELGAUM (Id: C-10203)",Affiliated College,Karnataka,Belgaum
29628,"Rani Channamma University, Belagavi (Id: U-0602)","KLE SOCIETYS COLLEGE OF EDUCATION, NIPPANI (Id: C-10085)",Affiliated College,Karnataka,Belgaum
29629,"Rani Channamma University, Belagavi (Id: U-0602)","K L E SOCIETY'S COMMERCE COLLEGE, KHANAPUR (Id: C-45089)",Affiliated College,Karnataka,Belgaum
29630,"Rani Channamma University, Belagavi (Id: U-0602)","KLE SOCIETYS COMMERCE COLLEGE, RAIBAG (Id: C-10066)",Affiliated College,Karnataka,Belgaum
29631,"Rani Channamma University, Belagavi (Id: U-0602)","KLE SOCIETYS COMMERCE COLLEGE, SHIRAGUPPI (Id: C-9992)",Affiliated College,Karnataka,Belgaum
29632,"Rani Channamma University, Belagavi (Id: U-0602)","KLE Society's Lingaraj College, Belgaum (Id: C-44848)",Affiliated College,Karnataka,Belgaum
29633,"Rani Channamma University, Belagavi (Id: U-0602)","KLES R.L. SCIENCE INSTITUTE , BELGAUM (Id: C-10022)",Affiliated College,Karnataka,Belgaum
29634,"Rani Channamma University, Belagavi (Id: U-0602)","KLE'S S.C.P ARTS AND D.D. SHIROL COMMERCE COLLEGE, MAHALINGPUR(PG) (Id: C-10128)",Affiliated College,Karnataka,Bagalkot
29635,"Rani Channamma University, Belagavi (Id: U-0602)","KLE'S SHRI SHIVAYOGI MURUGENDRA SWAMIJI BBA COLLEGE, ATHANI (Id: C-9938)",Affiliated College,Karnataka,Belgaum
29636,"Rani Channamma University, Belagavi (Id: U-0602)",KLE'S SHRI SMS'S BCA COLLEGE ATHANI (Id: C-9887),Affiliated College,Karnataka,Belgaum
29637,"Rani Channamma University, Belagavi (Id: U-0602)","KLES 'S S V B ARTS & COMM COLLEGE, SAVADATTI (Id: C-9920)",Affiliated College,Karnataka,Belgaum
29638,"Rani Channamma University, Belagavi (Id: U-0602)","KLS GOGTE COLLEGE OF COMMERCE, BELGAUM (Id: C-10124)",Affiliated College,Karnataka,Belgaum
29639,"Rani Channamma University, Belagavi (Id: U-0602)","KLS INST. OF MANAGEMENT EDUCATION & RESEARCH, BELAGAVI (PG) (Id: C-10073)",Affiliated College,Karnataka,Belgaum
29640,"Rani Channamma University, Belagavi (Id: U-0602)","KNVV'S ARTS & COMMERCE COLLEGE, KITTUR (Id: C-10082)",Affiliated College,Karnataka,Belgaum
29641,"Rani Channamma University, Belagavi (Id: U-0602)","KRCESS COLLEGE OF EDUCATION, BAILHONGAL (Id: C-10165)",Affiliated College,Karnataka,Belgaum
29642,"Rani Channamma University, Belagavi (Id: U-0602)","KRCES'S GGD ARTS, BMP COMMERCE SVS SCIENCE COLLEGE, BAILHONGAL (Id: C-10160)",Affiliated College,Karnataka,Belgaum
29643,"Rani Channamma University, Belagavi (Id: U-0602)","K.R.C.E.S's S.B.Harkuni BBA College, Bailhongal (Id: C-10081)",Affiliated College,Karnataka,Belgaum
29644,"Rani Channamma University, Belagavi (Id: U-0602)","KSR COLLEGE OF EDUCATION, BELGAUM (Id: C-10147)",Affiliated College,Karnataka,Belgaum
29645,"Rani Channamma University, Belagavi (Id: U-0602)","KUMUD BEN DURBAR COLLEGE OF BCA, BIJAPUR (Id: C-10024)",Affiliated College,Karnataka,Bijapur
29646,"Rani Channamma University, Belagavi (Id: U-0602)",KUMUD BEN DURBAR COLLEGE OF BUSINESS ADMINISTRATION. BIJAPUR (Id: C-10084),Affiliated College,Karnataka,Bijapur
29647,"Rani Channamma University, Belagavi (Id: U-0602)","K V S'S SACHIDANANDA SWAMIJI VEERAKANTAMATH ARTS COLLEGE, KATKOL (Id: C-9916)",Affiliated College,Karnataka,Belgaum
29648,"Rani Channamma University, Belagavi (Id: U-0602)","LATE M.K.G.B.P.ARTS COMM COLLEGE, BIJAPUR (Id: C-9908)",Affiliated College,Karnataka,Bijapur
29649,"Rani Channamma University, Belagavi (Id: U-0602)","LES'S K M ARTS / COMM COLLEGE, BEDAKIHAL (Id: C-9960)",Affiliated College,Karnataka,Belgaum
29650,"Rani Channamma University, Belagavi (Id: U-0602)","LET'S SRI LAXMANRAO JARKIHOLI COLLEGE OF BBA, GOKAK (Id: C-10079)",Affiliated College,Karnataka,Belgaum
29651,"Rani Channamma University, Belagavi (Id: U-0602)","L.K.KHOT ARTS COLLEGE, HEBBAL (Id: C-10033)",Affiliated College,Karnataka,Belgaum
29652,"Rani Channamma University, Belagavi (Id: U-0602)","L K KHOT COLLEGE OF COMM, SANKESHWAR (Id: C-9967)",Affiliated College,Karnataka,Belgaum
29653,"Rani Channamma University, Belagavi (Id: U-0602)","MES'S ARTS/COMM COLLEGE, MUDALAGI (Id: C-9999)",Affiliated College,Karnataka,Belgaum
29654,"Rani Channamma University, Belagavi (Id: U-0602)","M E S'S BACHELOR OF PHYSICAL EDUCATION, MUDALGI (Id: C-10042)",Affiliated College,Karnataka,Belgaum
29655,"Rani Channamma University, Belagavi (Id: U-0602)","MES'S ISLAMIA ARTS/COMM COLLEGE, BELGAUM (Id: C-10078)",Affiliated College,Karnataka,Belgaum
29656,"Rani Channamma University, Belagavi (Id: U-0602)","MES'S S S N ARTS & COMM COLLEGE, HUKKERI (Id: C-9952)",Affiliated College,Karnataka,Belgaum
29657,"Rani Channamma University, Belagavi (Id: U-0602)",MGVC ARTS/SCI/COMM COLLEGE MUDDEBIHAL (Id: C-10058),Affiliated College,Karnataka,Bijapur
29658,"Rani Channamma University, Belagavi (Id: U-0602)","M M ARTS, COMMERCE, SCIENCE & HOME SCIENCE COLLEGE, BELAGAVI (PG) (Id: C-10040)",Affiliated College,Karnataka,Belgaum
29659,"Rani Channamma University, Belagavi (Id: U-0602)","MMS ARTS & COMMERCE COLLEGE, KHANAPUR (Id: C-10138)",Affiliated College,Karnataka,Belgaum
29660,"Rani Channamma University, Belagavi (Id: U-0602)","M N R A EDUCATION COLLEGE, BELGAUM (Id: C-10211)",Affiliated College,Karnataka,Belgaum
29661,"Rani Channamma University, Belagavi (Id: U-0602)","M P MIRJI COLLEGE OF COMMERCE, BELGAUM (Id: C-10112)",Affiliated College,Karnataka,Belgaum
29662,"Rani Channamma University, Belagavi (Id: U-0602)","NETS'S NATIONAL COLLEGE OF PHYSICAL EDU., RAMDURG (Id: C-10207)",Affiliated College,Karnataka,Belgaum
29663,"Rani Channamma University, Belagavi (Id: U-0602)","N R E S'S M G ARTS/COMM COLLEGE, NANDAGAD (Id: C-10015)",Affiliated College,Karnataka,Belgaum
29664,"Rani Channamma University, Belagavi (Id: U-0602)","PADMARAJ B.ED COLLEGE, SINDAGI (Id: C-9895)",Affiliated College,Karnataka,Bijapur
29665,"Rani Channamma University, Belagavi (Id: U-0602)","PARIVARTHAN SOCIETY PARIVARTHAN COLLEGE OF SOCIAL WORKS, KALAKUMPI,MEKALMARDI (Id: C-10019)",Affiliated College,Karnataka,Belgaum
29666,"Rani Channamma University, Belagavi (Id: U-0602)","PES BBA COLLEGE, UGAR-KHURD (Id: C-10154)",Affiliated College,Karnataka,Belgaum
29667,"Rani Channamma University, Belagavi (Id: U-0602)","PES &T BIMS DEGREE COLLEGE, BELGAUM (Id: C-10193)",Affiliated College,Karnataka,Belgaum
29668,"Rani Channamma University, Belagavi (Id: U-0602)","PES & T SHAIKH COLLEGE OF EDUCATION, BELGAUM (Id: C-9899)",Affiliated College,Karnataka,Belgaum
29669,"Rani Channamma University, Belagavi (Id: U-0602)","PET,SMB ARTS RRB COMM, SKR SCI & BCA COLLEGE GULEDAGUD (Id: C-10178)",Affiliated College,Karnataka,Bagalkot
29670,"Rani Channamma University, Belagavi (Id: U-0602)","PRAGATHIPAR GRAMEEN ABHIRUDDI SANSMTHE BSW COLLEGE, HARUGERI (Id: C-9959)",Affiliated College,Karnataka,Belgaum
29671,"Rani Channamma University, Belagavi (Id: U-0602)","P T E SOCIETY'S BCA/BBA COLLEGE, BELGAUM (Id: C-10034)",Affiliated College,Karnataka,Belgaum
29672,"Rani Channamma University, Belagavi (Id: U-0602)","PTES'S BCA COLLEGE , BELGAUM (Id: C-9961)",Affiliated College,Karnataka,Belgaum
29673,"Rani Channamma University, Belagavi (Id: U-0602)","RAMAKRISHNA VIVEKANANDA BCA COLLEGE, TIDAGUNDI (Id: C-10100)",Affiliated College,Karnataka,Bijapur
29674,"Rani Channamma University, Belagavi (Id: U-0602)","RAMAKRISHNA VIVEKANANDA BSW COLLEGE, TIDAGUNDI (Id: C-10087)",Affiliated College,Karnataka,Bijapur
29675,"Rani Channamma University, Belagavi (Id: U-0602)","R D S BSW COLLEGE, MUDALAGI (Id: C-9879)",Affiliated College,Karnataka,Belgaum
29676,"Rani Channamma University, Belagavi (Id: U-0602)","RES SHRI O & R G SHEELAVANT ARTS&COMM COLLEGE, RABKAVI (Id: C-9903)",Affiliated College,Karnataka,Bagalkot
29677,"Rani Channamma University, Belagavi (Id: U-0602)","RUDRAGOUDA PATIL GOVT FIRST GRADE COLLEGE, BILAGI (Id: C-10199)",Affiliated College,Karnataka,Bagalkot
29678,"Rani Channamma University, Belagavi (Id: U-0602)","SAGAR B.ED COLLEGE, BELGAUM (Id: C-10089)",Affiliated College,Karnataka,Belgaum
29679,"Rani Channamma University, Belagavi (Id: U-0602)","SAHAKAR EDUCATION AND SOCIAL DEVELOPMENT SOCIETYS BASAVAJYOTI SCIENCE AND COMMERCE COLLEGE, BELGAUM (Id: C-46551)",Affiliated College,Karnataka,Belgaum
29680,"Rani Channamma University, Belagavi (Id: U-0602)","S B ARTS AND KCP SCI COLLEGE, BIJAPUR (Id: C-9954)",Affiliated College,Karnataka,Bijapur
29681,"Rani Channamma University, Belagavi (Id: U-0602)","S B M J T JAIN BCA & COMMERCE COLLEGE, BELGAUM (Id: C-10190)",Affiliated College,Karnataka,Belgaum
29682,"Rani Channamma University, Belagavi (Id: U-0602)","S B M J T JAIN COLLEGE OF BUSINESS ADMINISTRATION, BELGAUM (Id: C-10046)",Affiliated College,Karnataka,Belgaum
29683,"Rani Channamma University, Belagavi (Id: U-0602)","S C VIDYAVARDHAK SANGHA'S ARTS DEGREE COLLEGE, MUGALKOD (Id: C-9943)",Affiliated College,Karnataka,Belgaum
29684,"Rani Channamma University, Belagavi (Id: U-0602)","SDM TRUST B.ED COLLEGE, TERDAL (Id: C-9946)",Affiliated College,Karnataka,Bagalkot
29685,"Rani Channamma University, Belagavi (Id: U-0602)","SDVSS'S BBA COLLEGE, SANKESHWAR (Id: C-10127)",Affiliated College,Karnataka,Belgaum
29686,"Rani Channamma University, Belagavi (Id: U-0602)","SDVSS'S BCA COLLEGE, SANKESHWAR (Id: C-10208)",Affiliated College,Karnataka,Belgaum
29687,"Rani Channamma University, Belagavi (Id: U-0602)","SDVSS'S BSW COLLEGE, SANKESHWAR (Id: C-10129)",Affiliated College,Karnataka,Belgaum
29688,"Rani Channamma University, Belagavi (Id: U-0602)","SDVS'S S S ARTS COLLEGE & TP SCIENCE INSTITUTE , SANKESHWAR (Id: C-10072)",Affiliated College,Karnataka,Belgaum
29689,"Rani Channamma University, Belagavi (Id: U-0602)","SECAB INST., OF BBA/BCA, COLLEGE, BIJAPUR (Id: C-10018)",Affiliated College,Karnataka,Bijapur
29690,"Rani Channamma University, Belagavi (Id: U-0602)","SES WELFARE'S SWAMI VIVEKANADA BCA COLLEGE CHIKKODI ROAD, EXAMBA (Id: C-10200)",Affiliated College,Karnataka,Belgaum
29691,"Rani Channamma University, Belagavi (Id: U-0602)","SES WS'S MOULANA ABDUL KALAM AZAD BSW COLLEGE, CHIKKODI ROAD, EXAMBA (Id: C-10171)",Affiliated College,Karnataka,Belgaum
29692,"Rani Channamma University, Belagavi (Id: U-0602)","SFNC COLLEGE OF EDUCATION, HITTINAHALLI (PG) (Id: C-10038)",Affiliated College,Karnataka,Bijapur
29693,"Rani Channamma University, Belagavi (Id: U-0602)","S H E ACADEMIC COLLEGE OF BUSINESS ADMN, SANKESHWAR (Id: C-9966)",Affiliated College,Karnataka,Belgaum
29694,"Rani Channamma University, Belagavi (Id: U-0602)","S H E ACADEMIC INST., OF COMPUTER APPLICATION, SANKESHWAR (Id: C-9951)",Affiliated College,Karnataka,Belgaum
29695,"Rani Channamma University, Belagavi (Id: U-0602)","S H E S 'S J P SHIRAGAONKAR DEGREE COLLEGE, PARAMANANDAWADI (Id: C-10152)",Affiliated College,Karnataka,Belgaum
29696,"Rani Channamma University, Belagavi (Id: U-0602)","SHIVANANDA ARTS & COMMERCE COLLEGE, KAGAWAD (Id: C-9963)",Affiliated College,Karnataka,Belgaum
29697,"Rani Channamma University, Belagavi (Id: U-0602)","SHRI C C HEBBAL GOVT FIRST GRADE COLLEGE, GOLASANGI (Id: C-9925)",Affiliated College,Karnataka,Bijapur
29698,"Rani Channamma University, Belagavi (Id: U-0602)","Shri C.M.M.MAMANI GOVT.FIRST GRADE COLLEGE, YARAGATTI (Id: C-44888)",Affiliated College,Karnataka,Belgaum
29699,"Rani Channamma University, Belagavi (Id: U-0602)",SHRI GALAVA EDUCATION SANSTHE SHRI GALAVA MAHARSHI ARTS AND COMMERCE COLLEGE (Id: C-45073),Affiliated College,Karnataka,Bagalkot
29700,"Rani Channamma University, Belagavi (Id: U-0602)","SHRI. GANGADHAR SWAMIJI VIRAKTAMATH ARTS COLLEGE, BAILHONGAL (Id: C-9975)",Affiliated College,Karnataka,Belgaum
